,Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),reactions_sum,reactions_groupavg,score
41,Senator John Hickenlooper,SenatorHick,101702821881752,4069,5604,2021-04-14 00:56:25 CEST,Status,944,524,263,37,79,1,10,3,22,5,,0,0,0,,https://www.facebook.com/101702821881752/posts/153242980061069,"I fully support Washington D.C. becoming our 51st state. Everyone deserves a voice in Congress, and that includes the more than 700,000 residents of DC. This is a civil rights issue.",,,,,,,,5.19,944,380.0625,2.4838020062489723
42,Senator Maggie Hassan,SenatorHassan,523773000968844,23061,36996,2021-04-15 17:59:56 CEST,Link,"1,000",363,494,19,80,0,3,1,36,4,,0,0,0,,https://www.facebook.com/523773000968844/posts/4302845049728268,Family planning centers in New Hampshire and across the country have been hurt by this backward policy. Eliminating the gag rule and restoring Title X is critical to ensuring that ALL Americans have access to affordable health care.,https://www.npr.org/2021/04/14/987131269/biden-administration-moves-to-undo-trump-abortion-rules-for-title-x,,,Biden Administration Moves To Undo Trump Abortion Rules For Title X,"The Trump administration tried to ""defund"" Planned Parenthood and other groups through changes to the Title X family planning program. The Biden administration is proposing reversing those rules.",,,5.18,1000,757.2758620689655,1.3205227448658987
43,Senator Mark Kelly,SenMarkKelly,105665878021948,14243,16120,2021-05-08 02:10:46 CEST,Photo,"2,371",1260,62,82,909,1,1,1,0,55,,0,0,0,,https://www.facebook.com/105665878021948/posts/224971096091425,"Today is Military Spouse Appreciation Day and I want to recognize the sacrifice and service of all military spouses, including my own wife, Gabby Giffords. The Navy taught me how to fight for our country overseas — but Gabby taught me how to do it right here at home.",https://www.facebook.com/SenMarkKelly/photos/a.125149909406878/224971016091433/?type=3,,,,,,,5.18,2371,929.7142857142857,2.5502458512599877
44,Senator Van Hollen,chrisvanhollen,109304033877,49900,97505,2021-04-22 18:53:37 CEST,Link,"3,863",1971,849,273,562,28,36,6,116,22,,0,0,0,,https://www.facebook.com/109304033877/posts/10158485507428878,"The House just voted to make the District of Columbia the 51st state. It’s time to end taxation without representation and provide the 700,000 residents in our Nation’s Capital the same basic rights that Americans enjoy in our 50 states—votes in Congress. Anything less is an affront to our democracy. I’m ready to fight like hell to get this done.",https://www.washingtonpost.com/local/dc-politics/dc-statehood-house-vote/2021/04/22/935a1ece-a1fa-11eb-a7ee-949c574a09ac_story.html,,,House Democrats pass D.C. statehood — launching bill into uncharted territory,"Statehood supporters will target the Senate, where opposition is strong but leaders have promised a hearing.",,,5.13,3863,1275.157894736842,3.0294287601122667
45,Senator Joe Manchin III,JoeManchinIII,10150135395755161,61830,94989,2021-04-21 15:31:48 CEST,Native Video,"1,591",642,744,98,54,9,22,4,14,4,owned,20972,22158,0,00:03:09,https://www.facebook.com/10150135395755161/posts/10165257785840161,WATCH: We can connect every West Virginian with broadband and finish critical Appalachian highways that have been promised for generations. Yesterday I urged the administration to prioritize these infrastructure investments. We can’t afford to wait any longer.,https://www.facebook.com/JoeManchinIII/videos/159296789335018/,,,"Manchin pushes for broadband, highway infrastructure in West Virginia",,,,5.12,1591,1062.2857142857142,1.4977138246369017
46,U.S. Senator Bernie Sanders,senatorsanders,9124187907,7312334,7369814,2021-05-05 21:58:56 CEST,Link,"70,034",52066,2634,3902,10284,225,228,25,100,570,,0,0,0,,https://www.facebook.com/9124187907/posts/10160015959442908,I applaud the Biden administration for taking this bold step to speed up the production and availability of coronavirus vaccines. I also recognize the dedicated work done by activists around the world to put this issue on the global agenda. We are all in this together.,https://apnews.com/article/intellectual-property-coronavirus-pandemic-business-global-trade-health-c2f1ba1e6e150dc6c081b8eb6fe4f1e5?utm_medium=AP&utm_source=Twitter&utm_campaign=SocialFlow,,,US approves waiving intellectual property rules on vaccines,WASHINGTON (AP) — The Biden administration is throwing its support behind efforts to waive intellectual property protections for COVID-19 vaccines in an effort to speed the end of the pandemic. United States Trade Representative Katherine Tai announced the government's position in a Wednesday stat...,,,4.97,70034,43596.68421052631,1.6064065712385178
47,Senator Jeanne Shaheen,SenatorShaheen,127503767282103,30345,47724,2021-04-10 01:22:28 CEST,Link,661,241,293,11,49,0,12,2,51,2,,0,0,0,,https://www.facebook.com/127503767282103/posts/4277921042240334,"From Boulder to Atlanta, mass shootings have taken too many innocent lives this year. Glad to see President Joe Biden taking action. Now it’s time for Congress to come together to pass common-sense gun safety legislation. -J.S.",https://www.nytimes.com/2021/04/08/us/politics/biden-gun-control.html,,,Biden Takes Initial Steps to Address Gun Violence,"With legislation in Congress stalled by Republican opposition, the president ordered a crackdown on “ghost guns” and said the epidemic of shootings was “an international embarrassment.”",,,4.93,661,372.77777777777777,1.7731743666169897
48,Senator Chris Murphy,senchrismurphy,2399054590165497,245750,307820,2021-04-19 21:59:11 CEST,Status,"11,689",5591,4167,427,90,23,701,512,117,61,,0,0,0,,https://www.facebook.com/2399054590165497/posts/5436488353088757,Gun violence is a public health crisis.,,,,,,,,4.91,11689,2562.525,4.561516473010019
49,Senator Edward J. Markey,EdJMarkey,6846731378,56693,135261,2021-04-15 16:33:24 CEST,Status,"4,802",1936,1920,91,268,7,167,15,387,11,,0,0,0,,https://www.facebook.com/6846731378/posts/10158554736446379,Expand the Supreme Court.,,,,,,,,4.84,4802,1048.8297872340424,4.578435946850594
50,Senator Kyrsten Sinema,SenatorSinema,233846963416149,60780,77236,2021-04-19 23:00:22 CEST,Link,941,338,434,14,38,9,89,1,12,6,,0,0,0,,https://www.facebook.com/233846963416149/posts/2248443431956482,"We’re working across the aisle to secure our border, protect our communities, and ensure migrants are treated fairly and humanely. https://ktar.com/story/4215391/sen-sinema-says-shes-pushing-for-bipartisan-fixes-for-border-situation/",https://ktar.com/story/4215391/sen-sinema-says-shes-pushing-for-bipartisan-fixes-for-border-situation/,,,Sen. Sinema says she's pushing for bipartisan fixes for border situation - KTAR.com,Sen. Kyrsten Sinema said Thursday she’s been pushing for bipartisan solutions to what she calls a crisis at the U.S.-Mexico border.,,,4.8,941,530.1481481481482,1.77497554841414
51,Senator John Hickenlooper,SenatorHick,101702821881752,4195,5869,2021-05-07 20:51:30 CEST,Photo,619,479,26,12,87,0,14,0,0,1,,0,0,0,,https://www.facebook.com/101702821881752/posts/168878348497532,😎,https://www.facebook.com/SenatorHick/photos/a.102357311816303/168878221830878/?type=3,,,,,,,4.8,619,380.0625,1.6286794935043578
52,Senator Ron Wyden,senatorronwyden,2135752839827889,278714,315402,2021-04-20 20:40:09 CEST,Photo,"3,937",2818,401,235,352,6,53,2,40,30,,0,0,0,,https://www.facebook.com/2135752839827889/posts/3943609882375500,America is ready for a Green New Deal. I'm all in to get it done.,https://www.facebook.com/senatorronwyden/photos/a.2150406331695873/3943609299042225/?type=3,,‎'‎THE GREEN NEW DEAL RESOLUTION SENDS APOWERFUL MESSAGE ۔AT TIME FOR CONGRESS TO KICK AMERICA'S CARBONH HABIT -Senator Ron Wyden‎'‎,,,,,4.75,3937,8273.333333333334,0.47586623690572116
53,Senator Martin Heinrich,MartinHeinrich,137523189213,27627,53169,2021-05-01 00:11:17 CEST,Link,"2,792",1477,565,86,420,9,20,6,192,17,,0,0,0,,https://www.facebook.com/137523189213/posts/10159316651529214,Hallelujah!,https://www.washingtonpost.com/national/border-wall-cancelled/2021/04/30/98575af0-a9ec-11eb-b166-174b63ea6007_story.html,,,Biden cancels border wall projects Trump paid for with diverted military funds,An announcement of the decision Friday does not indicate how much money the administration expects to save.,,,4.74,2792,1333.2666666666667,2.094104705235262
54,Ben Ray Luján,SenatorLujan,112962521120,25453,29969,2021-05-01 23:17:06 CEST,Photo,"1,261",787,92,64,278,9,2,1,0,28,,0,0,0,,https://www.facebook.com/112962521120/posts/10157653940191121,"Today, I was honored to join the Santa Fe community in wishing Corporal Stella Lavadie, a WWII and WAC veteran, a happy 100th birthday!",https://www.facebook.com/SenatorLujan/photos/a.10150120386381121/10157653939916121/?type=3,,,Photos from Ben Ray Luján's post,,,,4.71,1261,498.7857142857143,2.5281397680080193
55,Senator Chuck Schumer,senschumer,15771239406,429081,584720,2021-04-17 02:03:35 CEST,Photo,"16,639",11032,865,185,3987,18,143,0,3,406,,0,0,0,,https://www.facebook.com/15771239406/posts/10159591459899407,Noah wishes you all a Shabbat Shalom!,https://www.facebook.com/senschumer/photos/a.10151953386509407/10159591423729407/?type=3,,,,,,,4.69,16639,5172.55223880597,3.2167872322621416
56,Senator Maggie Hassan,SenatorHassan,523773000968844,23070,37005,2021-04-12 16:29:56 CEST,Status,"1,642",883,540,65,111,1,33,1,5,3,,0,0,0,,https://www.facebook.com/523773000968844/posts/4293501767329263,"You know what roads, bridges, and broadband all have in common? They keep us connected AND they're infrastructure.",,,,,,,,4.63,1642,757.2758620689655,2.168298347069806
57,Senator Jeanne Shaheen,SenatorShaheen,127503767282103,30334,47695,2021-04-22 17:47:13 CEST,Link,600,302,155,13,61,3,56,1,5,4,,0,0,0,,https://www.facebook.com/127503767282103/posts/4315669378465500,"New Hampshire is experiencing the alarming effects of climate change, from coastal flooding to declining moose populations. Cutting greenhouse gas emissions is a crucial step to protect our communities and encourage other global economies to follow suit. This is welcome news! - J.S.",https://cnn.it/3vctuO2,https://www.cnn.com/2021/04/22/politics/white-house-climate-summit/index.html,,Biden announces US will aim to cut carbon emissions by as much as 52% by 2030 at virtual climate summit,President Joe Biden on Thursday kicked off a virtual climate summit attended by 40 other world leaders by announcing an ambitious cut in greenhouse gas emissions as he looks to put the US back at the center of the global effort to address the climate crisis and curb carbon emissions.,,,4.62,600,372.77777777777777,1.6095380029806259
58,Patty Murray,pattymurray,131182018871,212407,290497,2021-04-30 18:51:36 CEST,Link,"14,212",8740,2074,1008,1926,13,177,17,116,141,,0,0,0,,https://www.facebook.com/131182018871/posts/10159389411888872,"I'm so tired of the argument that helping families make ends meet and raise their children is some radical idea. The government has stayed out of child care so far and look where it got us -- working parents stressing every day about how to do their job and care for their children. It's not working. This pandemic has finally brought to light what moms and working parents have known all along: our child care system is broken. It's past time we fix it, lift up working families, and as a result, recover from the economic impacts of this pandemic.",https://www.nbcnews.com/politics/congress/country-wants-us-act-sen-patty-murray-says-biden-s-n1265916,,,'The country wants us to act': Sen. Patty Murray says Biden's family plan would help everyone,"Murray wants Congress to pass the most expansive federal family support program in history, which she says could be as transformative as the creation of the public school system.",,,4.57,14212,5163.5,2.7523966301926985
59,Alex Padilla,alexpadilla4ca,471134912978464,28252,29572,2021-05-01 22:59:59 CEST,Photo,"2,029",1421,141,22,396,0,1,0,0,48,,0,0,0,,https://www.facebook.com/471134912978464/posts/3995365363888717,"Proud to share that Roman received his First Holy Communion today. We’re so happy that as he’s growing up, he’s also growing in his faith and values. 🙏🏽 🕊",https://www.facebook.com/alexpadilla4ca/photos/a.472188699539752/3995365190555401/?type=3,,,Photos from Alex Padilla's post,,,,4.56,2029,506.5652173913044,4.005407261179298
60,Senator Catherine Cortez Masto,SenatorCortezMasto,1283446251699112,13679,37914,2021-04-29 02:59:16 CEST,Photo,"1,519",873,302,24,243,2,44,2,17,12,,0,0,0,,https://www.facebook.com/1283446251699112/posts/4125111660865876,Made it to the Capitol with my friend Senator Maggie Hassan! I’m thrilled to hear the President highlight the progress we’ve made over the past 100 days and the work ahead to create more jobs and lift up the American people after an incredibly difficult year,https://www.facebook.com/SenatorCortezMasto/photos/a.1289170824459988/4125111324199243/?type=3,,,,,,,4.55,1519,581.2352941176471,2.6133994534966094
61,Senator John Hickenlooper,SenatorHick,101702821881752,4169,5792,2021-04-29 04:09:37 CEST,Photo,788,603,41,7,123,0,7,1,3,3,,0,0,0,,https://www.facebook.com/101702821881752/posts/163251835726850,"Guess they put us freshmen in the back! Great to watch tonight’s #JointAddress with Senator Warnock, Senator Jon Ossoff, and Senator Alex Padilla",https://www.facebook.com/SenatorHick/photos/a.102357311816303/163251752393525/?type=3,,,Photos from Senator John Hickenlooper's post,,,,4.5,788,380.0625,2.0733432001315575
62,Senator Mazie K. Hirono,senatorhirono,656523967813557,25396,41928,2021-04-22 20:30:43 CEST,Photo,"1,829",930,73,524,263,4,5,1,1,28,,0,0,0,,https://www.facebook.com/656523967813557/posts/2235566746575930,"PASSED: Today, the US Senate rejects anti-Asian hate. This historic, bipartisan vote on the COVID-19 Hate Crimes Act is a powerful message of solidarity to our AAPI community. Now, I urge the House to swiftly pass this legislation so President Biden can sign it into law.",https://www.facebook.com/senatorhirono/photos/a.666505916815362/2235566709909267/?type=3,,"@ 1 YEA 94 NAY S. 937, the COVID-19 Hate Crimes Bill",,,,,4.49,1829,1041.6190476190477,1.7559202706409434
63,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7945,16636,2021-04-13 02:14:35 CEST,Photo,674,120,423,15,3,3,3,85,7,15,,0,0,0,,https://www.facebook.com/766794650136727/posts/2026605244155655,,https://www.facebook.com/SenJackyRosen/photos/a.800991700050355/2026605214155658/?type=3,,"Senator Jacky Rosen @SenJackyRosen My heart is with the students, faculty, and families of Austin-East Austin Magnet High School- the entire Knoxville community we learn about another devastating school shooting. We can't et this become normalized. We have to take action to address gun violence in our country.",,,,,4.49,674,435.05555555555554,1.5492274294470694
64,Senator Sheldon Whitehouse,SenatorWhitehouse,194172833926853,38682,55661,2021-05-05 18:22:08 CEST,Photo,"3,847",2034,811,108,698,6,141,7,21,21,,0,0,0,,https://www.facebook.com/194172833926853/posts/4233996146611148,"Welcoming my friend Vice President Kamala Harris back to Rhode Island, this time with a slightly different title. While I miss serving together in the Senate, I’m so glad to have someone with her experience and decency in the White House.",https://www.facebook.com/SenatorWhitehouse/photos/a.216561905021279/4233995806611182/?type=3,,,,,,,4.48,3847,1354.857142857143,2.8394137494727962
65,Senator Ben Cardin,senatorbencardin,120421834675191,33252,111663,2021-04-22 18:43:06 CEST,Link,"2,567",1103,861,84,273,14,49,5,170,8,,0,0,0,,https://www.facebook.com/120421834675191/posts/4050644178319584,"D.C. statehood is a human rights issue, a voting rights issue, an equity issue ... and a commonsense issue. No Americans, regardless of where they live, should be deprived of full representation. I am proud to support D.C. statehood and strongly applaud today's action in the House. https://www.washingtonpost.com/local/dc-politics/dc-statehood-house-vote/2021/04/22/935a1ece-a1fa-11eb-a7ee-949c574a09ac_story.html?utm_campaign=wp_main&utm_medium=social&utm_source=twitter",https://www.washingtonpost.com/local/dc-politics/dc-statehood-house-vote/2021/04/22/935a1ece-a1fa-11eb-a7ee-949c574a09ac_story.html?utm_campaign=wp_main&utm_medium=social&utm_source=twitter,,,House Democrats pass D.C. statehood — launching bill into uncharted territory,"Statehood supporters will target the Senate, where opposition is strong but leaders have promised a hearing.",,,4.48,2567,1142.888888888889,2.246062609371962
66,U.S. Senator Elizabeth Warren,senatorelizabethwarren,131559043673264,3314201,3477291,2021-04-12 22:50:45 CEST,Link,"49,237",33312,3792,2101,9159,77,92,24,238,442,,0,0,0,,https://www.facebook.com/131559043673264/posts/1819967824832369,"New data from the Department of Education show that canceling $50,000 of student loans would erase debt entirely for 84% of borrowers. I’m looking forward to making the case in my Senate Banking subcommittee hearing tomorrow about why President Biden must #CancelStudentDebt.",https://finance.yahoo.com/news/student-loan-forgiveness-education-department-data-cancellation-171540178.html,,,Student loan forgiveness: New Education Department data highlights benefits of cancellation,"The previously unpublished ED analysis, obtained by Yahoo Finance, reveals how many student loan borrowers would benefit from various levels of forgiveness, specifically borrowers in default.",,,4.47,49237,22122.28947368421,2.2256737964924636
